@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
2779,'2025/11/27 11:14:36:179',28,4.747831,0.104809,10.095041,0.237521,0.5625,0.997222,0.24,0.7,0.63,1
2780,'2025/11/27 11:14:36:191',28,4.747831,0.104809,10.095041,0.237521,0.5625,0.997222,0.24,0.7,0.63,1
2781,'2025/11/27 11:14:36:208',28,4.747831,0.104809,10.095041,0.237521,0.5625,0.997222,0.24,0.7,0.63,1
2782,'2025/11/27 11:14:36:381',28,4.306075,0.116832,11.40114,0.441756,0.557813,0.997222,0.24,0.7,0.63,1
2783,'2025/11/27 11:14:36:395',28,4.306075,0.116832,11.40114,0.441756,0.557813,0.997222,0.24,0.7,0.63,1
2784,'2025/11/27 11:14:36:410',28,4.306075,0.116832,11.40114,0.441756,0.557813,0.997222,0.24,0.7,0.63,1
2785,'2025/11/27 11:14:36:581',28,4.768367,0.091081,10.713977,0.462292,0.576563,0.997222,0.24,0.7,0.63,1
2786,'2025/11/27 11:14:36:596',28,4.768367,0.091081,10.713977,0.462292,0.576563,0.997222,0.24,0.7,0.63,1
2787,'2025/11/27 11:14:36:612',28,4.768367,0.091081,10.713977,0.462292,0.576563,0.997222,0.24,0.7,0.63,1
2788,'2025/11/27 11:14:36:784',28,4.590883,0.122439,14.33031,0.177484,0.578125,0.997222,0.24,0.7,0.63,1
2789,'2025/11/27 11:14:36:798',28,4.590883,0.122439,14.33031,0.177484,0.578125,0.997222,0.24,0.7,0.63,1
2790,'2025/11/27 11:14:36:812',28,4.590883,0.122439,14.33031,0.177484,0.578125,0.997222,0.24,0.7,0.63,1
2791,'2025/11/27 11:14:36:987',28,4.405376,0.116502,13.295496,0.185507,0.525,0.997222,0.24,0.7,0.63,1
2792,'2025/11/27 11:14:37:014',28,4.405376,0.116502,13.295496,0.185507,0.525,0.997222,0.24,0.7,0.63,1
2793,'2025/11/27 11:14:37:029',28,4.405376,0.116502,13.295496,0.185507,0.525,0.997222,0.24,0.7,0.63,1
2794,'2025/11/27 11:14:37:199',28,4.363073,0.093329,10.434211,0.042303,0.573438,0.997222,0.24,0.7,0.63,1
2795,'2025/11/27 11:14:37:218',28,4.363073,0.093329,10.434211,0.042303,0.573438,0.997222,0.24,0.7,0.63,1
2796,'2025/11/27 11:14:37:232',28,4.363073,0.093329,10.434211,0.042303,0.573438,0.997222,0.24,0.7,0.63,1
2797,'2025/11/27 11:14:37:404',28,4.485602,0.109392,10.180729,0.122529,0.560938,0.997222,0.24,0.7,0.63,1
2798,'2025/11/27 11:14:37:420',28,4.485602,0.109392,10.180729,0.122529,0.560938,0.997222,0.24,0.7,0.63,1
2799,'2025/11/27 11:14:37:435',28,4.485602,0.109392,10.180729,0.122529,0.560938,0.997222,0.24,0.7,0.63,1
2800,'2025/11/27 11:14:37:606',28,4.331279,0.102834,10.699889,0.154323,0.559375,0.997222,0.24,0.7,0.63,1
2801,'2025/11/27 11:14:37:623',28,4.331279,0.102834,10.699889,0.154323,0.559375,0.997222,0.24,0.7,0.63,1
2802,'2025/11/27 11:14:37:635',28,4.331279,0.102834,10.699889,0.154323,0.559375,0.997222,0.24,0.7,0.63,1
2803,'2025/11/27 11:14:37:806',28,4.363155,0.099106,10.254977,0.031877,0.576563,0.997222,0.24,0.7,0.63,1
2804,'2025/11/27 11:14:37:824',28,4.363155,0.099106,10.254977,0.031877,0.576563,0.997222,0.24,0.7,0.63,1
2805,'2025/11/27 11:14:37:840',28,4.363155,0.099106,10.254977,0.031877,0.576563,0.997222,0.24,0.7,0.63,1
2806,'2025/11/27 11:14:38:009',28,4.587992,0.093576,10.252497,0.224836,0.564062,0.997222,0.24,0.7,0.63,1
2807,'2025/11/27 11:14:38:024',28,4.587992,0.093576,10.252497,0.224836,0.564062,0.997222,0.24,0.7,0.63,1
2808,'2025/11/27 11:14:38:039',28,4.587992,0.093576,10.252497,0.224836,0.564062,0.997222,0.24,0.7,0.63,1
2809,'2025/11/27 11:14:38:212',28,4.531691,0.110838,13.505649,0.056301,0.584375,0.997222,0.24,0.7,0.63,1
2810,'2025/11/27 11:14:38:228',28,4.531691,0.110838,13.505649,0.056301,0.584375,0.997222,0.24,0.7,0.63,1
2811,'2025/11/27 11:14:38:242',28,4.531691,0.110838,13.505649,0.056301,0.584375,0.997222,0.24,0.7,0.63,1
2812,'2025/11/27 11:14:38:415',28,4.420825,0.09724,10.651803,0.110866,0.56875,0.997222,0.24,0.7,0.63,1
2813,'2025/11/27 11:14:38:442',28,4.420825,0.09724,10.651803,0.110866,0.56875,0.997222,0.24,0.7,0.63,1
2814,'2025/11/27 11:14:38:458',28,4.420825,0.09724,10.651803,0.110866,0.56875,0.997222,0.24,0.7,0.63,1
2815,'2025/11/27 11:14:38:630',28,4.661719,0.102435,9.409067,0.240894,0.582812,0.997222,0.24,0.7,0.63,1
2816,'2025/11/27 11:14:38:645',28,4.661719,0.102435,9.409067,0.240894,0.582812,0.997222,0.24,0.7,0.63,1
2817,'2025/11/27 11:14:38:660',28,4.661719,0.102435,9.409067,0.240894,0.582812,0.997222,0.24,0.7,0.63,1
2818,'2025/11/27 11:14:38:832',28,4.261595,0.109744,9.91381,0.400125,0.564062,0.997222,0.24,0.7,0.63,1
2819,'2025/11/27 11:14:38:847',28,4.261595,0.109744,9.91381,0.400125,0.564062,0.997222,0.24,0.7,0.63,1
2820,'2025/11/27 11:14:38:869',28,4.261595,0.109744,9.91381,0.400125,0.564062,0.997222,0.24,0.7,0.63,1
2821,'2025/11/27 11:14:39:055',28,4.585072,0.09773,11.192321,0.323477,0.578125,0.997222,0.24,0.7,0.63,1
2822,'2025/11/27 11:14:39:067',28,4.585072,0.09773,11.192321,0.323477,0.578125,0.997222,0.24,0.7,0.63,1
2823,'2025/11/27 11:14:39:083',28,4.585072,0.09773,11.192321,0.323477,0.578125,0.997222,0.24,0.7,0.63,1
2824,'2025/11/27 11:14:39:257',28,4.627496,0.099375,10.128212,0.042425,0.578125,0.997222,0.24,0.7,0.63,1
2825,'2025/11/27 11:14:39:269',28,4.627496,0.099375,10.128212,0.042425,0.578125,0.997222,0.24,0.7,0.63,1
2826,'2025/11/27 11:14:39:286',28,4.627496,0.099375,10.128212,0.042425,0.578125,0.997222,0.24,0.7,0.63,1
2827,'2025/11/27 11:14:39:458',28,4.618896,0.129036,14.67829,0.0086,0.579687,0.997222,0.24,0.7,0.63,1
2828,'2025/11/27 11:14:39:470',28,4.618896,0.129036,14.67829,0.0086,0.579687,0.997222,0.24,0.7,0.63,1
2829,'2025/11/27 11:14:39:487',28,4.618896,0.129036,14.67829,0.0086,0.579687,0.997222,0.24,0.7,0.63,1
2830,'2025/11/27 11:14:39:660',28,4.463132,0.117474,12.88337,0.155764,0.578125,0.997222,0.24,0.7,0.63,1
2831,'2025/11/27 11:14:39:672',28,4.463132,0.117474,12.88337,0.155764,0.578125,0.997222,0.24,0.7,0.63,1
2832,'2025/11/27 11:14:39:690',28,4.463132,0.117474,12.88337,0.155764,0.578125,0.997222,0.24,0.7,0.63,1
2833,'2025/11/27 11:14:39:864',28,4.420181,0.118516,11.022005,0.042951,0.575,0.997222,0.24,0.7,0.63,1
2834,'2025/11/27 11:14:39:877',28,4.420181,0.118516,11.022005,0.042951,0.575,0.997222,0.24,0.7,0.63,1
2835,'2025/11/27 11:14:39:894',28,4.420181,0.118516,11.022005,0.042951,0.575,0.997222,0.24,0.7,0.63,1
2836,'2025/11/27 11:14:40:065',28,4.44148,0.116345,10.916293,0.021299,0.575,0.997222,0.24,0.7,0.63,1
2837,'2025/11/27 11:14:40:080',28,4.44148,0.116345,10.916293,0.021299,0.575,0.997222,0.24,0.7,0.63,1
2838,'2025/11/27 11:14:40:095',28,4.44148,0.116345,10.916293,0.021299,0.575,0.997222,0.24,0.7,0.63,1
2839,'2025/11/27 11:14:40:275',28,4.472799,0.122079,11.488843,0.03132,0.528125,0.997222,0.24,0.7,0.63,1
2840,'2025/11/27 11:14:40:299',28,4.472799,0.122079,11.488843,0.03132,0.528125,0.997222,0.24,0.7,0.63,1
2841,'2025/11/27 11:14:40:315',28,4.472799,0.122079,11.488843,0.03132,0.528125,0.997222,0.24,0.7,0.63,1
2842,'2025/11/27 11:14:40:482',28,4.438546,0.12174,11.534993,0.034253,0.529688,0.997222,0.24,0.7,0.63,1
2843,'2025/11/27 11:14:40:501',28,4.438546,0.12174,11.534993,0.034253,0.529688,0.997222,0.24,0.7,0.63,1
2844,'2025/11/27 11:14:40:516',28,4.438546,0.12174,11.534993,0.034253,0.529688,0.997222,0.24,0.7,0.63,1
2845,'2025/11/27 11:14:40:689',28,4.483532,0.123016,11.384798,0.044986,0.526563,0.997222,0.24,0.7,0.63,1
2846,'2025/11/27 11:14:40:703',28,4.483532,0.123016,11.384798,0.044986,0.526563,0.997222,0.24,0.7,0.63,1
2847,'2025/11/27 11:14:40:721',28,4.483532,0.123016,11.384798,0.044986,0.526563,0.997222,0.24,0.7,0.63,1
2848,'2025/11/27 11:14:40:894',28,4.443661,0.125486,12.033838,0.039871,0.528125,0.997222,0.24,0.7,0.63,1
2849,'2025/11/27 11:14:40:918',28,4.443661,0.125486,12.033838,0.039871,0.528125,0.997222,0.24,0.7,0.63,1
2850,'2025/11/27 11:14:40:935',28,4.443661,0.125486,12.033838,0.039871,0.528125,0.997222,0.24,0.7,0.63,1
2851,'2025/11/27 11:14:41:106',28,4.401573,0.123121,11.988376,0.042089,0.528125,0.997222,0.24,0.7,0.63,1
2852,'2025/11/27 11:14:41:121',28,4.401573,0.123121,11.988376,0.042089,0.528125,0.997222,0.24,0.7,0.63,1
2853,'2025/11/27 11:14:41:136',28,4.401573,0.123121,11.988376,0.042089,0.528125,0.997222,0.24,0.7,0.63,1
2854,'2025/11/27 11:14:41:307',28,4.42701,0.124214,11.600964,0.025437,0.528125,0.997222,0.24,0.7,0.63,1
2855,'2025/11/27 11:14:41:319',28,4.42701,0.124214,11.600964,0.025437,0.528125,0.997222,0.24,0.7,0.63,1
2856,'2025/11/27 11:14:41:337',28,4.42701,0.124214,11.600964,0.025437,0.528125,0.997222,0.24,0.7,0.63,1
2857,'2025/11/27 11:14:41:512',28,4.434034,0.12388,11.303414,0.007024,0.546875,0.994444,0.24,0.7,0.63,1
2858,'2025/11/27 11:14:41:524',28,4.434034,0.12388,11.303414,0.007024,0.546875,0.994444,0.24,0.7,0.63,1
2859,'2025/11/27 11:14:41:540',28,4.434034,0.12388,11.303414,0.007024,0.546875,0.994444,0.24,0.7,0.63,1
